Price,company,Field2_links,name,Field3_links,year,kms_driven,Field6,transmission,fuel_type,Field9,Field10,Field11,Field12,Field13,Field14
66.000.000 đ,Daewoo,https://xe.chotot.com/mua-ban-oto-daewoo-sdcb10,Matiz,https://xe.chotot.com/mua-ban-oto-daewoo-matiz-sdcb10cm361,2006,20000,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
939.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Everest,https://xe.chotot.com/mua-ban-oto-ford-everest-sdcb3cm125,2020,42000,Đã sử dụng,Tự động,Dầu,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
1.380.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Sienna,https://xe.chotot.com/mua-ban-oto-toyota-sienna-sdcb2cm90,2012,68000,Đã sử dụng,Tự động,Xăng,Mỹ,Minivan (MPV),7,Bảo hành hãng,> 1 tấn,> 2 tấn
830.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2022,39000,Đã sử dụng,Tự động,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
645.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Outlander,https://xe.chotot.com/mua-ban-oto-mitsubishi-outlander-sdcb18cm495,2018,70000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
400.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2012,95678,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
525.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Colorado,https://xe.chotot.com/mua-ban-oto-chevrolet-colorado-sdcb4cm161,2019,45000,Đã sử dụng,Tự động,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
910.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2019,57000,Đã sử dụng,Tự động,Xăng,Thái Lan,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
878.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,CX 8,https://xe.chotot.com/mua-ban-oto-mazda-cx-8-sdcb7cm1088,2021,50500,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
70.000.000 đ,Daewoo,https://xe.chotot.com/mua-ban-oto-daewoo-sdcb10,Nubira,https://xe.chotot.com/mua-ban-oto-daewoo-nubira-sdcb10cm364,2002,39000,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
591.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,6,https://xe.chotot.com/mua-ban-oto-mazda-6-sdcb7cm272,2020,150000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
199.000.000 đ,Nissan,https://xe.chotot.com/mua-ban-oto-nissan-sdcb19,Cefiro,https://xe.chotot.com/mua-ban-oto-nissan-cefiro-sdcb19cm516,2004,135000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
320.000.000 đ,BMW,https://xe.chotot.com/mua-ban-oto-bmw-sdcb9,3 Series,https://xe.chotot.com/mua-ban-oto-bmw-3-series-sdcb9cm319,2011,95000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
488.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Accent,https://xe.chotot.com/mua-ban-oto-hyundai-accent-sdcb5cm187,2021,35000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
2.299.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,E Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-e-class-sdcb16cm444,2022,1500,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
520.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,Civic,https://xe.chotot.com/mua-ban-oto-honda-civic-sdcb6cm241,2018,43000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
585.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Transit,https://xe.chotot.com/mua-ban-oto-ford-transit-sdcb3cm149,2018,80000,Đã sử dụng,Số sàn,Dầu,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
265.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Grandis,https://xe.chotot.com/mua-ban-oto-mitsubishi-grandis-sdcb18cm481,2006,135,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
328.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Cruze,https://xe.chotot.com/mua-ban-oto-chevrolet-cruze-sdcb4cm164,2018,37000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
475.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,3,https://xe.chotot.com/mua-ban-oto-mazda-3-sdcb7cm268,2017,70000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
615.000.000 đ,Vinfast,https://xe.chotot.com/mua-ban-oto-vinfast-sdcb80,Lux A2.0,https://xe.chotot.com/mua-ban-oto-vinfast-lux-a2-0-sdcb80cm1130,2021,23000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
558.999.999 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Rush,https://xe.chotot.com/mua-ban-oto-toyota-rush-sdcb2cm1078,2020,28000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
465.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,City,https://xe.chotot.com/mua-ban-oto-honda-city-sdcb6cm240,2019,40000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
43.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Hiace,https://xe.chotot.com/mua-ban-oto-toyota-hiace-sdcb2cm68,2003,150000,Đã sử dụng,Số sàn,Xăng,Nhật Bản,Van,16,Bảo hành hãng,> 1 tấn,> 2 tấn
1.048.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,CR V,https://xe.chotot.com/mua-ban-oto-honda-cr-v-sdcb6cm243,2023,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn,
440.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Cerato,https://xe.chotot.com/mua-ban-oto-kia-cerato-sdcb1cm6,2019,78000,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
490.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand Starex,https://xe.chotot.com/mua-ban-oto-hyundai-grand-starex-sdcb5cm205,2014,12000,Đã sử dụng,Số sàn,Dầu,Hàn Quốc,Minivan (MPV),6,Bảo hành hãng,> 1 tấn,> 2 tấn
165.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2007,195000,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
139.000.000 đ,Suzuki,https://xe.chotot.com/mua-ban-oto-suzuki-sdcb22,Vitara,https://xe.chotot.com/mua-ban-oto-suzuki-vitara-sdcb22cm608,2004,100000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
785.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,CX 5,https://xe.chotot.com/mua-ban-oto-mazda-cx-5-sdcb7cm280,2019,38000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
455.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Everest,https://xe.chotot.com/mua-ban-oto-ford-everest-sdcb3cm125,2014,86000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
415.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2018,67899,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
225.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2010,150000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
520.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Xpander,https://xe.chotot.com/mua-ban-oto-mitsubishi-xpander-sdcb18cm992,2019,48000,Đã sử dụng,Tự động,Xăng,Minivan (MPV),5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
2.739.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,C Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-c-class-sdcb16cm439,2022,46,Đã sử dụng,Tự động,Xăng,Đức,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
645.000.000 đ,Vinfast,https://xe.chotot.com/mua-ban-oto-vinfast-sdcb80,Lux A2.0,https://xe.chotot.com/mua-ban-oto-vinfast-lux-a2-0-sdcb80cm1130,2021,36000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
288.000.000 đ,Vinfast,https://xe.chotot.com/mua-ban-oto-vinfast-sdcb80,Fadil,https://xe.chotot.com/mua-ban-oto-vinfast-fadil-sdcb80cm1082,2019,46000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
790.000.000 đ,Audi,https://xe.chotot.com/mua-ban-oto-audi-sdcb8,Q3,https://xe.chotot.com/mua-ban-oto-audi-q3-sdcb8cm310,2016,55000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,8,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
479.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,CX 5,https://xe.chotot.com/mua-ban-oto-mazda-cx-5-sdcb7cm280,2014,7,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.990.000.000 đ,Porsche,https://xe.chotot.com/mua-ban-oto-porsche-sdcb63,Macan,https://xe.chotot.com/mua-ban-oto-porsche-macan-sdcb63cm659,2016,41000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
460.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Triton,https://xe.chotot.com/mua-ban-oto-mitsubishi-triton-sdcb18cm502,2019,70000,Đã sử dụng,Tự động,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
648.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2021,40000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
588.000.000 đ,Peugeot,https://xe.chotot.com/mua-ban-oto-peugeot-sdcb20,3008,https://xe.chotot.com/mua-ban-oto-peugeot-3008-sdcb20cm570,2018,31000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
435.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand Starex,https://xe.chotot.com/mua-ban-oto-hyundai-grand-starex-sdcb5cm205,2016,70000,Đã sử dụng,Số sàn,Dầu,Hàn Quốc,Pick-up (bán tải),6,Bảo hành hãng,> 1 tấn,> 2 tấn
360.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Soluto,https://xe.chotot.com/mua-ban-oto-kia-soluto-sdcb1cm1091,2020,30000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
370.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Wigo,https://xe.chotot.com/mua-ban-oto-toyota-wigo-sdcb2cm987,2021,21000,Đã sử dụng,Tự động,Xăng,Nước khác,Hatchback,2,Bảo hành hãng,> 1 tấn,> 2 tấn
795.000.000 đ,,,,,,,,,,,,,,,
425.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Fortuner,https://xe.chotot.com/mua-ban-oto-toyota-fortuner-sdcb2cm67,2010,150000,Đã sử dụng,Số sàn,Dầu,Việt Nam,SUV / Cross over,8,Bảo hành hãng,> 1 tấn,> 2 tấn
725.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,CR V,https://xe.chotot.com/mua-ban-oto-honda-cr-v-sdcb6cm243,2018,50000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
859.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Fortuner,https://xe.chotot.com/mua-ban-oto-toyota-fortuner-sdcb2cm67,2018,60000,Đã sử dụng,Tự động,Dầu,Thái Lan,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
1.056.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Sorento,https://xe.chotot.com/mua-ban-oto-kia-sorento-sdcb1cm35,2022,40000,Đã sử dụng,Tự động,Dầu,Việt Nam,SUV / Cross over,6,Bảo hành hãng,> 1 tấn,> 2 tấn
320.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2015,90000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
439.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Triton,https://xe.chotot.com/mua-ban-oto-mitsubishi-triton-sdcb18cm502,2017,92000,Đã sử dụng,Tự động,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
305.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Santa Fe,https://xe.chotot.com/mua-ban-oto-hyundai-santa-fe-sdcb5cm223,2008,160000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
147.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Morning,https://xe.chotot.com/mua-ban-oto-kia-morning-sdcb1cm21,2008,124000,Đã sử dụng,Tự động,Xăng,Việt Nam,Bảo hành hãng,> 1 tấn,> 2 tấn,,
575.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Xpander Cross,https://xe.chotot.com/mua-ban-oto-mitsubishi-xpander-cross-sdcb18cm1097,2021,2000,Đã sử dụng,Tự động,Xăng,Thái Lan,Minivan (MPV),7,Bảo hành hãng,> 1 tấn,> 2 tấn
185.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Morning,https://xe.chotot.com/mua-ban-oto-kia-morning-sdcb1cm21,2009,192000,Đã sử dụng,Tự động,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
175.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2009,20000,Đã sử dụng,Số sàn,Xăng,Nhật Bản,5,Bảo hành hãng,> 1 tấn,> 2 tấn,
333.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,6,https://xe.chotot.com/mua-ban-oto-mazda-6-sdcb7cm272,2011,69,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
435.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Ranger,https://xe.chotot.com/mua-ban-oto-ford-ranger-sdcb3cm145,2016,123456,Đã sử dụng,Tự động,Dầu,Pick-up (bán tải),5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
438.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,3,https://xe.chotot.com/mua-ban-oto-mazda-3-sdcb7cm268,2017,69000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
830.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,K5,https://xe.chotot.com/mua-ban-oto-kia-k5-sdcb1cm17,2022,7000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
664.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,K3,https://xe.chotot.com/mua-ban-oto-kia-k3-sdcb1cm15,2022,15000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
580.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2015,90000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
418.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Morning,https://xe.chotot.com/mua-ban-oto-kia-morning-sdcb1cm21,2022,9000,Đã sử dụng,Tự động,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
155.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Getz,https://xe.chotot.com/mua-ban-oto-hyundai-getz-sdcb5cm203,2007,120000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
500.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Xpander,https://xe.chotot.com/mua-ban-oto-mitsubishi-xpander-sdcb18cm992,2019,13000,Đã sử dụng,Tự động,Xăng,Nước khác,Minivan (MPV),7,Bảo hành hãng,> 1 tấn,> 2 tấn
248.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Carens,https://xe.chotot.com/mua-ban-oto-kia-carens-sdcb1cm4,2014,112000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Minivan (MPV),7,Bảo hành hãng,> 1 tấn,> 2 tấn
445.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Xpander,https://xe.chotot.com/mua-ban-oto-mitsubishi-xpander-sdcb18cm992,2019,80000,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
166.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Jolie,https://xe.chotot.com/mua-ban-oto-mitsubishi-jolie-sdcb18cm487,2005,70000,Đã sử dụng,Số sàn,Xăng,8,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,
530.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,CR V,https://xe.chotot.com/mua-ban-oto-honda-cr-v-sdcb6cm243,2014,76000,Đã sử dụng,Tự động,Xăng,Nhật Bản,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
205.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Morning,https://xe.chotot.com/mua-ban-oto-kia-morning-sdcb1cm21,2011,12000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
235.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Fiesta,https://xe.chotot.com/mua-ban-oto-ford-fiesta-sdcb3cm131,2011,110000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
340.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2017,90000,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
345.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Colorado,https://xe.chotot.com/mua-ban-oto-chevrolet-colorado-sdcb4cm161,2017,120,Đã sử dụng,Số sàn,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
729.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2017,80000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
635.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Outlander,https://xe.chotot.com/mua-ban-oto-mitsubishi-outlander-sdcb18cm495,2019,99500,Đã sử dụng,Tự động,Xăng,Nhật Bản,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
318.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Morning,https://xe.chotot.com/mua-ban-oto-kia-morning-sdcb1cm21,2012,71000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
343.000.000 đ,Vinfast,https://xe.chotot.com/mua-ban-oto-vinfast-sdcb80,Fadil,https://xe.chotot.com/mua-ban-oto-vinfast-fadil-sdcb80cm1082,2022,134600,Đã sử dụng,Tự động,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
768.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2019,48200,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
408.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2017,82000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.399.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Carnival,https://xe.chotot.com/mua-ban-oto-kia-carnival-sdcb1cm5,2021,38000,Đã sử dụng,Tự động,Dầu,Việt Nam,Minivan (MPV),7,Bảo hành hãng,> 1 tấn,> 2 tấn
285.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Yaris,https://xe.chotot.com/mua-ban-oto-toyota-yaris-sdcb2cm105,2009,90000,Đã sử dụng,Tự động,Xăng,Nhật Bản,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
896.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,C Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-c-class-sdcb16cm439,2019,20000,Đã sử dụng,Tự động,Xăng,Sedan,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,
363.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Accent,https://xe.chotot.com/mua-ban-oto-hyundai-accent-sdcb5cm187,2019,62000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
760.000.000 đ,Nissan,https://xe.chotot.com/mua-ban-oto-nissan-sdcb19,X trail,https://xe.chotot.com/mua-ban-oto-nissan-x-trail-sdcb19cm563,2019,60000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
155.000.000 đ,Smart,https://xe.chotot.com/mua-ban-oto-smart-sdcb21,Forfour,https://xe.chotot.com/mua-ban-oto-smart-forfour-sdcb21cm589,2005,120000,Đã sử dụng,Số sàn,Xăng,Đức,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.139.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,GLC Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-glc-class-sdcb16cm1060,2017,40000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
439.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2019,60000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
350.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2013,120000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,8,Bảo hành hãng,> 1 tấn,> 2 tấn
355.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Rio,https://xe.chotot.com/mua-ban-oto-kia-rio-sdcb1cm30,2016,68000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
